Fiscal Year,Source File Date,Source File,Facility Name,City,State,AOR,Type Detailed,Avg Length of Stay (days),Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,Total Detained Population,Last Inspection Type,Last Inspection End Date,Last Inspection Standard,Last Final Rating
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,"CCA, Florence Correctional Center",Florence,AZ,PHO,USMS IGA,46,247,123,0,0,370,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,"CCA, Florence Correctional Center",Florence,AZ,PHO,USMS IGA,46,249,121,0,0,370,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,"Cca, Florence Correctional Center",Florence,AZ,PHO,USMS IGA,49,240,122,0,0,362,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,"Cca, Florence Correctional Center",Florence,AZ,PHO,USMS IGA,52,242,123,0,0,365,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,ELOY FEDERAL CONTRACT FACILITY,ELOY,AZ,PHO,DIGSA,32,119,771,55,474,1419,ODO,2023-10-26,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,ELOY FEDERAL CONTRACT FACILITY,ELOY,AZ,PHO,DIGSA,31,119,768,55,479,1421,ODO,2023-10-26,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,ELOY FEDERAL CONTRACT FACILITY,ELOY,AZ,PHO,DIGSA,32,124,761,56,482,1423,ODO,2024-05-23,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,ELOY FEDERAL CONTRACT FACILITY,ELOY,AZ,PHO,DIGSA,31,123,762,57,486,1428,ODO,2024-05-23,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,ELOY FEDERAL CONTRACT FACILITY,ELOY,AZ,PHO,DIGSA,31,123,758,57,489,1427,ODO,2023-10-26,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,ELOY FEDERAL CONTRACT FACILITY,ELOY,AZ,PHO,DIGSA,30,75,898,44,424,1441,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Eloy Federal Contract Facility,Eloy,AZ,PHO,DIGSA,32,95,824,47,439,1405,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Eloy Federal Contract Facility,Eloy,AZ,PHO,DIGSA,32,106,804,52,456,1418,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Eloy Federal Contract Facility,Eloy,AZ,PHO,DIGSA,33,113,790,53,462,1418,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Eloy Federal Contract Facility,Eloy,AZ,PHO,DIGSA,33,120,778,54,468,1420,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Eloy Federal Contract Facility,Eloy,AZ,PHO,DIGSA,35,83,851,45,424,1403,ODO,,,
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,FLORENCE SERVICE PROCESSING CENTER,FLORENCE,AZ,PHO,SPC,11,79,310,0,0,389,ODO,2024-08-22,PBNDS 2011 - 2016 Revised,Pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,FLORENCE SERVICE PROCESSING CENTER,FLORENCE,AZ,PHO,SPC,11,78,311,0,0,389,ODO,2024-02-15,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,FLORENCE SERVICE PROCESSING CENTER,FLORENCE,AZ,PHO,SPC,11,65,320,0,0,385,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,FLORENCE SPC,FLORENCE,AZ,PHO,SPC,11,84,300,0,0,384,ODO,2024-02-15,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,FLORENCE SPC,FLORENCE,AZ,PHO,SPC,11,82,302,0,0,384,ODO,2024-02-15,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,FLORENCE SPC,FLORENCE,AZ,PHO,SPC,11,84,303,0,0,387,ODO,2024-02-15,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,FLORENCE STAGING FACILITY,FLORENCE,AZ,PHO,STAGING,3,39,145,1,2,187,,,,
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,FLORENCE STAGING FACILITY,FLORENCE,AZ,PHO,STAGING,3,40,152,1,3,196,,2024-06-13,PBNDS 2011 - 2016 Revised,Pending Final Report
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,FLORENCE STAGING FACILITY,FLORENCE,AZ,PHO,STAGING,3,42,156,1,3,202,ODO,2024-06-11,PBNDS 2011 - 2016 Revised,Pending Final Report
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,FLORENCE STAGING FACILITY,FLORENCE,AZ,PHO,STAGING,3,43,160,1,3,207,ODO,2024-06-13,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,FLORENCE STAGING FACILITY,FLORENCE,AZ,PHO,STAGING,3,42,158,1,3,204,ODO,2024-06-13,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,FLORENCE STAGING FACILITY,FLORENCE,AZ,PHO,STAGING,3,32,155,1,4,192,,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Florence SPC,Florence,AZ,PHO,SPC,12,81,291,0,0,372,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Florence SPC,Florence,AZ,PHO,SPC,12,84,292,0,0,376,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Florence SPC,Florence,AZ,PHO,SPC,12,85,294,0,0,379,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Florence Service Processing Center,Florence,AZ,PHO,SPC,12,75,291,0,0,366,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Florence Service Processing Center,Florence,AZ,PHO,SPC,12,73,303,0,0,376,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Florence Staging Facility,Florence,AZ,PHO,STAGING,2,31,110,1,3,145,*,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Florence Staging Facility,Florence,AZ,PHO,STAGING,3,37,122,1,2,162,,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Florence Staging Facility,Florence,AZ,PHO,STAGING,3,39,130,1,2,172,,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Florence Staging Facility,Florence,AZ,PHO,STAGING,3,39,136,1,3,179,,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Florence Staging Facility,Florence,AZ,PHO,STAGING,3,32,122,1,3,158,*,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,La Paz County Adult Detention Facility,Parker,AZ,PHO,USMS IGA,2,1,0,0,0,1,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,SAN LUIS REGIONAL DETENTION CENTER,SAN LUIS,AZ,PHO,IGSA,5,3,42,1,23,69,ODO,2024-04-25,NDS 2019,Pending Final Report
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,SAN LUIS REGIONAL DETENTION CENTER,SAN LUIS,AZ,PHO,IGSA,5,3,40,1,25,69,ODO,2024-04-25,NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,SAN LUIS REGIONAL DETENTION CENTER,SAN LUIS,AZ,PHO,IGSA,5,3,41,1,26,71,ODO,2024-04-25,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,SAN LUIS REGIONAL DETENTION CENTER,SAN LUIS,AZ,PHO,IGSA,5,3,39,1,24,67,ODO,2024-04-25,NDS 2019,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,SAN LUIS REGIONAL DETENTION CENTER,SAN LUIS,AZ,PHO,IGSA,5,3,38,1,24,66,ODO,2024-04-25,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,SAN LUIS REGIONAL DETENTION CENTER,SAN LUIS,AZ,SND,IGSA,5,3,78,0,28,109,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,San Luis Regional Detention Center,San Luis,AZ,SND,IGSA,6,3,56,1,26,86,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,San Luis Regional Detention Center,San Luis,AZ,SND,IGSA,5,3,47,1,24,75,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,San Luis Regional Detention Center,San Luis,AZ,PHO,IGSA,5,2,41,1,22,66,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,San Luis Regional Detention Center,San Luis,AZ,PHO,IGSA,5,2,39,1,21,63,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,San Luis Regional Detention Center,San Luis,AZ,SND,IGSA,5,3,70,1,28,102,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,ADELANTO ICE PROCESSING CENTER,ADELANTO,CA,LOS,CDF,1574,6,0,0,0,6,ODO,2024-02-08,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,ADELANTO ICE PROCESSING CENTER,ADELANTO,CA,LOS,CDF,1574,6,0,0,0,6,ODO,2024-02-08,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,ADELANTO ICE PROCESSING CENTER,ADELANTO,CA,LOS,CDF,1222,6,0,0,0,6,ODO,2024-02-08,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,ADELANTO ICE PROCESSING CENTER,ADELANTO,CA,LOS,CDF,1222,6,0,0,0,6,ODO,2024-07-18,PBNDS 2011 - 2016 Revised,Pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,ADELANTO ICE PROCESSING CENTER,ADELANTO,CA,LOS,CDF,1222,5,0,0,0,5,ODO,2024-02-08,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,ADELANTO ICE PROCESSING CENTER,ADELANTO,CA,LOS,CDF,1630,6,0,1,0,7,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Adelanto ICE Processing Center,Adelanto,CA,LOS,CDF,1713,6,0,1,0,7,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Adelanto ICE Processing Center,Adelanto,CA,LOS,CDF,1713,6,0,0,0,6,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Adelanto ICE Processing Center,Adelanto,CA,LOS,CDF,1713,6,0,0,0,6,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Adelanto ICE Processing Center,Adelanto,CA,LOS,CDF,1713,6,0,0,0,6,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Adelanto Ice Processing Center,Adelanto,CA,LOS,CDF,1713,6,0,1,0,7,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,DESERT VIEW ANNEX,ADELANTO,CA,LOS,CDF,25,190,192,1,0,383,ODO,2024-02-29,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,DESERT VIEW ANNEX,ADELANTO,CA,LOS,CDF,26,189,195,2,0,386,ODO,2024-02-29,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,DESERT VIEW ANNEX,ADELANTO,CA,LOS,CDF,27,192,194,0,0,386,ODO,2024-02-29,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,DESERT VIEW ANNEX,ADELANTO,CA,LOS,CDF,27,192,198,0,0,390,ODO,2024-08-15,PBNDS 2011 - 2016 Revised,Pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,DESERT VIEW ANNEX,ADELANTO,CA,LOS,CDF,28,192,197,0,0,389,ODO,2024-02-29,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,DESERT VIEW ANNEX,ADELANTO,CA,LOS,CDF,18,196,194,2,0,392,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Desert View Annex,Adelanto,CA,LOS,CDF,21,191,184,1,0,376,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Desert View Annex,Adelanto,CA,LOS,CDF,22,188,192,1,0,381,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Desert View Annex,Adelanto,CA,LOS,CDF,23,188,194,1,0,383,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Desert View Annex,Adelanto,CA,LOS,CDF,25,188,194,2,0,384,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Desert View Annex,Adelanto,CA,LOS,CDF,19,195,175,1,0,371,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,GOLDEN STATE ANNEX,MCFARLAND,CA,SFR,CDF,65,196,98,0,0,294,ODO,2024-02-01,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,GOLDEN STATE ANNEX,MCFARLAND,CA,SFR,CDF,68,200,106,0,0,306,ODO,2024-02-01,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,GOLDEN STATE ANNEX,MCFARLAND,CA,SFR,CDF,68,202,115,0,0,317,ODO,2024-02-01,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,GOLDEN STATE ANNEX,MCFARLAND,CA,SFR,CDF,70,205,127,0,0,332,ODO,2024-08-01,PBNDS 2011 - 2016 Revised,Pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,GOLDEN STATE ANNEX,MCFARLAND,CA,SFR,CDF,72,205,130,0,0,335,ODO,2024-02-01,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,GOLDEN STATE ANNEX,MCFARLAND,CA,SFR,CDF,83,180,54,0,0,234,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Golden State Annex,Mcfarland,CA,SFR,CDF,62,180,60,0,0,240,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Golden State Annex,Mcfarland,CA,SFR,CDF,63,183,69,0,0,252,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Golden State Annex,Mcfarland,CA,SFR,CDF,61,188,83,0,0,271,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Golden State Annex,Mcfarland,CA,SFR,CDF,63,193,91,0,0,284,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Golden State Annex,Mcfarland,CA,SFR,CDF,68,183,56,0,0,239,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,IMPERIAL REGIONAL DETENTION FACILITY,CALEXICO,CA,SND,CDF,45,69,539,0,0,608,ODO,2024-01-25,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,IMPERIAL REGIONAL DETENTION FACILITY,CALEXICO,CA,SND,CDF,43,70,540,0,0,610,ODO,2024-01-25,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,IMPERIAL REGIONAL DETENTION FACILITY,CALEXICO,CA,SND,CDF,41,72,534,0,5,611,ODO,2024-01-25,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,IMPERIAL REGIONAL DETENTION FACILITY,CALEXICO,CA,SND,CDF,41,73,534,0,12,619,ODO,2024-07-25,PBNDS 2011 - 2016 Revised,Pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,IMPERIAL REGIONAL DETENTION FACILITY,CALEXICO,CA,SND,CDF,41,73,534,0,15,622,ODO,2024-01-25,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,IMPERIAL REGIONAL DETENTION FACILITY,CALEXICO,CA,SND,CDF,46,65,602,0,0,667,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Imperial Regional Detention Facility,Calexico,CA,SND,CDF,46,65,560,0,0,625,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Imperial Regional Detention Facility,Calexico,CA,SND,CDF,46,69,567,0,0,636,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Imperial Regional Detention Facility,Calexico,CA,SND,CDF,46,69,572,0,0,641,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Imperial Regional Detention Facility,Calexico,CA,SND,CDF,44,69,565,0,0,634,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Imperial Regional Detention Facility,Calexico,CA,SND,CDF,45,65,571,0,0,636,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,MESA VERDE ICE PROCESSING CENTER,BAKERSFIELD,CA,SFR,CDF,198,46,0,0,0,46,ODO,2024-01-11,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,MESA VERDE ICE PROCESSING CENTER,BAKERSFIELD,CA,SFR,CDF,195,46,0,0,0,46,ODO,2024-01-11,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,MESA VERDE ICE PROCESSING CENTER,BAKERSFIELD,CA,SFR,CDF,191,47,0,0,0,47,ODO,2024-01-11,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,MESA VERDE ICE PROCESSING CENTER,BAKERSFIELD,CA,SFR,CDF,193,47,0,0,0,47,ODO,2024-06-13,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,MESA VERDE ICE PROCESSING CENTER,BAKERSFIELD,CA,SFR,CDF,196,48,0,0,0,48,ODO,2024-01-11,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,MESA VERDE ICE PROCESSING CENTER,BAKERSFIELD,CA,SFR,CDF,336,43,0,0,0,43,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Mesa Verde ICE Processing Center,Bakersfield,CA,SFR,CDF,218,45,0,0,0,45,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Mesa Verde ICE Processing Center,Bakersfield,CA,SFR,CDF,204,45,0,0,0,45,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Mesa Verde ICE Processing Center,Bakersfield,CA,SFR,CDF,209,45,0,0,0,45,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Mesa Verde ICE Processing Center,Bakersfield,CA,SFR,CDF,199,46,0,0,0,46,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Mesa Verde Ice Processing Center,Bakersfield,CA,SFR,CDF,294,44,0,0,0,44,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,OTAY MESA DETENTION CENTER,SAN DIEGO,CA,SND,CDF,56,256,744,23,220,1243,ODO,2023-11-02,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,OTAY MESA DETENTION CENTER,SAN DIEGO,CA,SND,CDF,47,251,726,22,218,1217,ODO,2023-11-02,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,OTAY MESA DETENTION CENTER,SAN DIEGO,CA,SND,CDF,40,251,726,23,228,1228,ODO,2023-11-02,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,OTAY MESA DETENTION CENTER,SAN DIEGO,CA,SND,CDF,35,238,734,23,245,1240,ODO,2024-05-02,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,OTAY MESA DETENTION CENTER,SAN DIEGO,CA,SND,CDF,34,234,736,23,248,1241,ODO,2023-11-02,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,OTAY MESA DETENTION CENTER,SAN DIEGO,CA,SND,CDF,67,243,801,25,206,1275,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Otay Mesa Detention Center,San Diego,CA,SND,CDF,64,242,744,24,215,1225,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Otay Mesa Detention Center,San Diego,CA,SND,CDF,65,249,752,23,220,1244,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Otay Mesa Detention Center,San Diego,CA,SND,CDF,66,253,751,23,220,1247,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Otay Mesa Detention Center,San Diego,CA,SND,CDF,64,257,750,24,220,1251,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Otay Mesa Detention Center,San Diego,CA,SND,CDF,63,241,745,25,208,1219,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,DENVER CONTRACT DETENTION FACILITY,AURORA,CO,DEN,CDF,43,197,707,13,58,975,ODO,2024-02-15,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,DENVER CONTRACT DETENTION FACILITY,AURORA,CO,DEN,CDF,45,204,698,14,61,977,ODO,2024-02-15,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,DENVER CONTRACT DETENTION FACILITY,AURORA,CO,DEN,CDF,46,218,686,16,64,984,ODO,2024-02-15,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,DENVER CONTRACT DETENTION FACILITY,AURORA,CO,DEN,CDF,47,225,683,16,68,992,ODO,2024-08-15,PBNDS 2011 - 2016 Revised,Pending Final Report
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,DENVER CONTRACT DETENTION FACILITY,AURORA,CO,DEN,CDF,47,227,690,17,69,1003,ODO,2024-02-15,PBNDS 2011 - 2016 Revised,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,DENVER CONTRACT DETENTION FACILITY,AURORA,CO,DEN,CDF,19,165,645,8,36,854,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Denver Contract Detention Facility,Aurora,CO,DEN,CDF,29,180,693,10,55,938,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Denver Contract Detention Facility,Aurora,CO,DEN,CDF,38,186,707,11,61,965,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Denver Contract Detention Facility,Aurora,CO,DEN,CDF,40,187,718,12,61,978,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Denver Contract Detention Facility,Aurora,CO,DEN,CDF,42,190,712,13,59,974,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Denver Contract Detention Facility,Aurora,CO,DEN,CDF,24,164,674,9,44,891,ODO,,,
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,TELLER COUNTY JAIL,DIVIDE,CO,DEN,IGSA,2,1,0,0,0,1,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Teller County Jail,Divide,CO,DEN,IGSA,8,7,4,0,0,11,ODO,,,
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,BAKER COUNTY SHERIFF DEPT.,MACCLENNY,FL,MIA,IGSA,54,157,47,20,9,233,ODO,2023-10-19,NDS 2019,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,BAKER COUNTY SHERIFF DEPT.,MACCLENNY,FL,MIA,IGSA,54,159,45,21,9,234,ODO,2023-10-19,NDS 2019,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,BAKER COUNTY SHERIFF DEPT.,MACCLENNY,FL,MIA,IGSA,54,157,48,20,9,234,ODO,2024-04-25,NDS 2019,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,BAKER COUNTY SHERIFF DEPT.,MACCLENNY,FL,MIA,IGSA,54,156,48,20,9,233,ODO,2024-04-25,NDS 2019,Pass
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,BAKER COUNTY SHERIFF'S OFFICE,MACCLENNY,FL,MIA,IGSA,54,158,47,20,9,234,ODO,2023-10-19,NDS 2019,Pass
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,BAKER COUNTY SHERIFF'S OFFICE,MACCLENNY,FL,MIA,IGSA,47,147,38,18,10,213,ODO,,,
FY24,2024-05-24,FY24_detentionStats05242024.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,43,123,384,13,74,594,ODO,2023-12-14,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-06-20,FY24_detentionStats06202024.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,41,121,383,12,74,590,ODO,2023-12-14,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-07-18,FY24_detentionStats07182024.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,41,123,384,13,73,593,ODO,2023-12-14,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-08-29,FY24_detentionStats08292024.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,40,125,387,12,73,597,ODO,2024-06-13,PBNDS 2011 - 2016 Revised,Pass
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,41,125,389,12,74,600,ODO,2024-06-13,PBNDS 2011 - 2016 Revised,Pending Final Rating 
FY24,2023-11-22,FY24_detentionStats11222023.xlsx,BROWARD TRANSITIONAL CENTER,POMPANO BEACH,FL,MIA,CDF,52,131,390,12,77,610,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Baker County Sheriff'S Office,Macclenny,FL,MIA,IGSA,45,155,45,20,10,230,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Baker County Sheriff's Office,Macclenny,FL,MIA,IGSA,49,157,45,20,10,232,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Baker County Sheriff's Office,Macclenny,FL,MIA,IGSA,51,158,45,20,10,233,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Baker County Sheriff's Office,Macclenny,FL,MIA,IGSA,52,159,46,20,9,234,ODO,,,
FY24,2023-12-20,FY24_detentionStats12202023.xlsx,Baker County Sheriff's Office,Macclenny,FL,MIA,IGSA,45,151,42,20,10,223,ODO,,,
FY24,2024-01-18,FY24_detentionStats01182024.xlsx,Broward Transitional Center,Pompano Beach,FL,MIA,CDF,49,128,374,14,73,589,ODO,,,
FY24,2024-02-29,FY24_detentionStats02292024.xlsx,Broward Transitional Center,Pompano Beach,FL,MIA,CDF,47,129,384,15,74,602,ODO,,,
FY24,2024-03-29,FY24_detentionStats03292024.xlsx,Broward Transitional Center,Pompano Beach,FL,MIA,CDF,47,123,391,14,76,604,ODO,,,
FY24,2024-04-25,FY24_detentionStats04252024.xlsx,Broward Transitional Center,Pompano Beach,FL,MIA,CDF,45,123,381,14,73,591,ODO,,,
