Fiscal Year,Source File Date,Source File,Sheet Used,Release Reason,Criminality,Month,Count,IsSheetTotal,Level,ParentReason
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Pending Criminal Charges,Jan,11,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Other Immigration Violator,Jan,34,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Total,Jan,443,False,Reason Total,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Convicted Criminal,Jan,284,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Jan,87,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Jan,72,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Total,Jan,28,False,Reason Total,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Convicted Criminal,Jan,3,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Pending Criminal Charges,Jan,4,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Other Immigration Violator,Jan,21,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Total,Jan,1,False,Reason Total,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Convicted Criminal,Jan,0,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Pending Criminal Charges,Jan,0,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Other Immigration Violator,Jan,1,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Total,None,Feb,22137,False,Criminality Detail,Total
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Total,Feb,852,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Convicted Criminal,Feb,180,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Pending Criminal Charges,Feb,189,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Other Immigration Violator,Feb,483,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Total,Feb,203,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Convicted Criminal,Feb,24,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Pending Criminal Charges,Feb,34,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Other Immigration Violator,Feb,145,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Total,Feb,649,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Convicted Criminal,Feb,156,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Pending Criminal Charges,Feb,155,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Other Immigration Violator,Feb,338,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Total,Feb,2272,False,Reason Total,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Convicted Criminal,Feb,240,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Pending Criminal Charges,Feb,255,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Other Immigration Violator,Feb,1777,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Total,Feb,358,False,Reason Total,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Convicted Criminal,Feb,150,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Pending Criminal Charges,Feb,44,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Other Immigration Violator,Feb,164,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Total,Feb,5259,False,Reason Total,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Convicted Criminal,Feb,46,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Pending Criminal Charges,Feb,50,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Other Immigration Violator,Feb,5163,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Total,Feb,128,False,Reason Total,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Convicted Criminal,Feb,27,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Pending Criminal Charges,Feb,10,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Other Immigration Violator,Feb,91,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Total,Feb,12635,False,Reason Total,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Convicted Criminal,Feb,4584,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Pending Criminal Charges,Feb,1029,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Other Immigration Violator,Feb,7022,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Total,Feb,84,False,Reason Total,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Convicted Criminal,Feb,33,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Pending Criminal Charges,Feb,8,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Other Immigration Violator,Feb,43,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Total,Feb,526,False,Reason Total,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Convicted Criminal,Feb,284,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Feb,100,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Feb,142,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Total,Feb,20,False,Reason Total,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Convicted Criminal,Feb,11,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Pending Criminal Charges,Feb,0,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Other Immigration Violator,Feb,9,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Total,Feb,3,False,Reason Total,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Convicted Criminal,Feb,0,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Pending Criminal Charges,Feb,2,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Other Immigration Violator,Feb,1,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Total,None,Mar,24399,False,Criminality Detail,Total
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Total,Mar,1085,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Convicted Criminal,Mar,217,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Pending Criminal Charges,Mar,267,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Other Immigration Violator,Mar,601,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Total,Mar,314,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Convicted Criminal,Mar,30,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Pending Criminal Charges,Mar,41,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Other Immigration Violator,Mar,243,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Total,Mar,771,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Convicted Criminal,Mar,187,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Pending Criminal Charges,Mar,226,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by IJ,Other Immigration Violator,Mar,358,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Total,Mar,2415,False,Reason Total,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Convicted Criminal,Mar,302,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Pending Criminal Charges,Mar,349,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Recognizance,Other Immigration Violator,Mar,1764,False,Criminality Detail,Order of Recognizance
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Total,Mar,985,False,Reason Total,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Convicted Criminal,Mar,180,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Pending Criminal Charges,Mar,79,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Order of Supervision,Other Immigration Violator,Mar,726,False,Criminality Detail,Order of Supervision
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Total,Mar,6017,False,Reason Total,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Convicted Criminal,Mar,42,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Pending Criminal Charges,Mar,62,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Paroled,Other Immigration Violator,Mar,5913,False,Criminality Detail,Paroled
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Total,Mar,100,False,Reason Total,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Convicted Criminal,Mar,25,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Pending Criminal Charges,Mar,10,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Proceedings Terminated,Other Immigration Violator,Mar,65,False,Criminality Detail,Proceedings Terminated
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Total,Mar,12989,False,Reason Total,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Convicted Criminal,Mar,4627,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Pending Criminal Charges,Mar,1120,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Release to Remove,Other Immigration Violator,Mar,7242,False,Criminality Detail,Release to Remove
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Total,Mar,112,False,Reason Total,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Convicted Criminal,Mar,35,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Pending Criminal Charges,Mar,12,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Relief Granted by IJ,Other Immigration Violator,Mar,65,False,Criminality Detail,Relief Granted by IJ
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Total,Mar,616,False,Reason Total,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Convicted Criminal,Mar,315,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Mar,160,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Mar,141,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Total,Mar,76,False,Reason Total,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Convicted Criminal,Mar,29,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Pending Criminal Charges,Mar,26,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Transferred,Other Immigration Violator,Mar,21,False,Criminality Detail,Transferred
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Total,Mar,4,False,Reason Total,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Convicted Criminal,Mar,2,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Pending Criminal Charges,Mar,0,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Other,Other Immigration Violator,Mar,2,False,Criminality Detail,Other
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Total,None,Apr,23643,False,Criminality Detail,Total
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Total,Apr,1084,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Convicted Criminal,Apr,228,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Pending Criminal Charges,Apr,293,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bonded Out,Other Immigration Violator,Apr,563,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Total,Apr,321,False,Reason Total,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Convicted Criminal,Apr,42,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Pending Criminal Charges,Apr,46,False,Criminality Detail,Bonded Out
FY24,2024-09-17,FY24_detentionStats09172024.xlsx,Detention FY24,Bond Set by ICE,Other Immigration Violator,Apr,233,False,Criminality Detail,Bonded Out
